Election Year (2017 for all records on CD)                ,Election Type Code (P for all records on CD)              ,County Code (01 through 67 see attached sheet),Precinct Code                                             ,Party 1 rank                                              ,Party 1 abbreviation                                      ,Registered Voters for party 1                             ,Party 2 rank                                              ,Party 2 abbreviation                                      ,Registered Voters for party 2                             ,Party 3 rank                                              ,Party 3 abbreviation                                      ,Registered Voters for party 3                             ,Party 4 rank                                              ,Party 4 abbreviation                                      ,Registered Voters for party 4                             ,Party 5 rank                                              ,Party 5 abbreviation                                      ,Registered Voters for party 5                             ,Party 6 rank                                              ,Party 6 abbreviation                                      ,Registered Voters for party 6                             ,U.S. Congressional District                               ,Pennsylvania State Senatorial District                    ,Pennsylvania State House District                         ,Municipality Type Code                                    ,Municipality Name                                        ,Municipality Breakdown Code 1                             ,Municipality Breakdown Name 1                            ,Municipality Breakdown Code 2                             ,Municipality Breakdown Name 2                            ,Bi-County Code (if municipality crosses county lines)    ,MCD Code                                                  ,FIPS Code                                                 ,VTD code                                                  ,Previous Precinct Code                                    ,Previous U.S. Congressional District                      ,Previous PA State Senatorial District                     ,Previous PA State House District 
2017,P,2,1070,1,DEM,318,2,REP,173,3,OTH,75,4,,0,5,,0,6,,0,18,42,42,6,CASTLE SHANNON,D,8,,,0,90,3,1073,0,18,42,22
2017,P,2,1080,1,DEM,377,2,REP,140,3,OTH,69,4,,0,5,,0,6,,0,14,43,34,6,CHALFANT,,,,,0,95,3,1080,0,14,43,34
2017,P,2,1090,1,DEM,334,2,REP,206,3,OTH,77,4,,0,5,,0,6,,0,14,38,33,6,CHESWICK,D,1,,,0,100,3,1091,0,14,45,33
2017,P,2,1100,1,DEM,354,2,REP,215,3,OTH,63,4,,0,5,,0,6,,0,14,38,33,6,CHESWICK,D,2,,,0,100,3,1101,0,14,45,33
2017,P,2,1110,1,DEM,419,2,REP,192,3,OTH,60,4,,0,5,,0,6,,0,14,43,34,6,CHURCHILL,D,1,,,0,105,3,1110,0,14,43,34
2017,P,2,1120,1,DEM,405,2,REP,185,3,OTH,95,4,,0,5,,0,6,,0,14,43,34,6,CHURCHILL,D,2,,,0,105,3,1120,0,14,43,34
2017,P,2,1130,1,DEM,344,2,REP,224,3,OTH,75,4,,0,5,,0,6,,0,14,43,34,6,CHURCHILL,D,3,,,0,105,3,1130,0,14,43,34
2017,P,2,1140,1,DEM,346,2,REP,255,3,OTH,77,4,,0,5,,0,6,,0,14,43,34,6,CHURCHILL,D,4,,,0,105,3,1140,0,14,43,34
2017,P,2,1150,1,DEM,290,2,REP,54,3,OTH,51,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,1,D,1,0,110,3,1150,0,14,45,39
2017,P,2,1160,1,DEM,298,2,REP,65,3,OTH,50,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,1,D,2,0,110,3,1160,0,14,45,39
2017,P,2,1170,1,DEM,232,2,REP,70,3,OTH,41,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,1,D,3,0,110,3,1170,0,14,45,39
2017,P,2,1180,1,DEM,123,2,REP,3,3,OTH,6,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,2,D,1,0,110,3,1180,0,14,45,39
2017,P,2,1190,1,DEM,312,2,REP,15,3,OTH,23,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,2,D,2,0,110,3,1190,0,14,45,39
2017,P,2,1200,1,DEM,392,2,REP,34,3,OTH,47,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,2,D,3,0,110,3,1200,0,14,45,39
2017,P,2,1210,1,DEM,330,2,REP,76,3,OTH,42,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,3,D,1,0,110,3,1210,0,14,45,39
2017,P,2,1220,1,DEM,318,2,REP,53,3,OTH,23,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,3,D,2,0,110,3,1220,0,14,45,39
2017,P,2,1230,1,DEM,314,2,REP,49,3,OTH,57,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,3,D,3,0,110,3,1230,0,14,45,39
2017,P,2,1240,1,DEM,353,2,REP,21,3,OTH,25,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,4,D,1,0,110,3,1240,0,14,45,39
2017,P,2,1250,1,DEM,334,2,REP,27,3,OTH,31,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,4,D,2,0,110,3,1250,0,14,45,39
2017,P,2,1260,1,DEM,286,2,REP,100,3,OTH,50,4,,0,5,,0,6,,0,14,45,35,2,CLAIRTON,W,4,D,3,0,110,3,1260,0,14,45,39
2017,P,2,1270,1,DEM,488,2,REP,508,3,OTH,138,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,1,,,0,115,3,1281,0,18,37,44
2017,P,2,1280,1,DEM,601,2,REP,488,3,OTH,149,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,2,,,0,115,3,1290,0,18,37,44
2017,P,2,1290,1,DEM,644,2,REP,384,3,OTH,126,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,3,,,0,115,3,1300,0,18,37,45
2017,P,2,1300,1,DEM,387,2,REP,292,3,OTH,92,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,4,,,0,115,3,1320,0,18,37,45
2017,P,2,1303,1,DEM,253,2,REP,559,3,OTH,140,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,5,,,0,115,3,1320,0,18,37,45
2017,P,2,1306,1,DEM,569,2,REP,365,3,OTH,160,4,,0,5,,0,6,,0,18,37,46,4,COLLIER,W,6,,,0,115,3,1320,0,18,37,45
2017,P,2,1310,1,DEM,317,2,REP,90,3,OTH,57,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,1,D,1,0,120,3,1331,0,14,42,45
2017,P,2,1320,1,DEM,310,2,REP,125,3,OTH,65,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,1,D,2,0,120,3,1341,0,14,42,45
2017,P,2,1330,1,DEM,555,2,REP,158,3,OTH,99,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,2,,,0,120,3,1351,0,14,42,45
2017,P,2,1340,1,DEM,363,2,REP,168,3,OTH,76,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,3,D,1,0,120,3,1371,0,14,42,45
2017,P,2,1350,1,DEM,332,2,REP,207,3,OTH,79,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,3,D,2,0,120,3,1381,0,14,42,45
2017,P,2,1360,1,DEM,256,2,REP,127,3,OTH,62,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,4,D,1,0,120,3,1390,0,14,42,45
2017,P,2,1370,1,DEM,321,2,REP,127,3,OTH,68,4,,0,5,,0,6,,0,14,42,45,6,CORAOPOLIS,W,4,D,2,0,120,3,1400,0,14,42,45
2017,P,2,1380,1,DEM,515,2,REP,247,3,OTH,125,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,1,D,1,0,125,3,1411,0,14,42,27
2017,P,2,1390,1,DEM,354,2,REP,155,3,OTH,105,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,1,D,2,0,125,3,1420,0,14,42,27
2017,P,2,1400,1,DEM,354,2,REP,180,3,OTH,76,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,2,D,1,0,125,3,1440,0,14,42,27
2017,P,2,1410,1,DEM,501,2,REP,166,3,OTH,126,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,2,D,2,0,125,3,1451,0,14,42,27
2017,P,2,1420,1,DEM,510,2,REP,304,3,OTH,146,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,3,D,1,0,125,3,1471,0,14,42,27
2017,P,2,1430,1,DEM,315,2,REP,173,3,OTH,94,4,,0,5,,0,6,,0,14,42,27,6,CRAFTON,W,3,D,2,0,125,3,1490,0,14,42,27
2017,P,2,1440,1,DEM,530,2,REP,429,3,OTH,160,4,,0,5,,0,6,,0,18,37,44,4,CRESCENT,W,1,,,0,130,3,1500,0,18,47,16
2017,P,2,1450,1,DEM,319,2,REP,258,3,OTH,96,4,,0,5,,0,6,,0,18,37,44,4,CRESCENT,W,2,,,0,130,3,1510,0,18,47,16
2017,P,2,1460,1,DEM,439,2,REP,216,3,OTH,113,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,1,,,0,135,3,1520,0,14,42,27
2017,P,2,1470,1,DEM,286,2,REP,170,3,OTH,83,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,2,,,0,135,3,1630,0,14,42,27
2017,P,2,1480,1,DEM,545,2,REP,223,3,OTH,181,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,3,,,0,135,3,1541,0,14,42,27
2017,P,2,1490,1,DEM,390,2,REP,173,3,OTH,86,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,4,,,0,135,3,1550,0,14,42,27
2017,P,2,1500,1,DEM,629,2,REP,263,3,OTH,186,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,5,,,0,135,3,1561,0,14,42,27
2017,P,2,1510,1,DEM,295,2,REP,149,3,OTH,86,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,6,,,0,135,3,1570,0,14,42,27
2017,P,2,1520,1,DEM,331,2,REP,108,3,OTH,82,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,7,,,0,135,3,1580,0,14,42,27
2017,P,2,1530,1,DEM,229,2,REP,123,3,OTH,63,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,8,,,0,135,3,1590,0,14,42,27
2017,P,2,1540,1,DEM,303,2,REP,127,3,OTH,103,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,9,,,0,135,3,1600,0,18,42,27
2017,P,2,1550,1,DEM,373,2,REP,152,3,OTH,86,4,,0,5,,0,6,,0,14,42,42,6,DORMONT,D,10,,,0,135,3,1610,0,18,42,27
2017,P,2,1560,1,DEM,342,2,REP,157,3,OTH,63,4,,0,5,,0,6,,0,14,45,38,6,DRAVOSBURG,D,1,,,0,140,3,1641,0,18,45,38
2017,P,2,1570,1,DEM,209,2,REP,127,3,OTH,43,4,,0,5,,0,6,,0,14,45,38,6,DRAVOSBURG,D,2,,,0,140,3,1670,0,18,45,38
2017,P,2,1580,1,DEM,188,2,REP,57,3,OTH,25,4,,0,5,,0,6,,0,14,45,38,6,DRAVOSBURG,D,3,,,0,140,3,1660,0,18,45,38
2017,P,2,1590,1,DEM,363,2,REP,68,3,OTH,44,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,1,D,1,0,145,3,1680,0,18,45,35
2017,P,2,1600,1,DEM,415,2,REP,43,3,OTH,69,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,1,D,2,0,145,3,1690,0,18,45,35
2017,P,2,1610,1,DEM,256,2,REP,23,3,OTH,47,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,1,D,3,0,145,3,1700,0,18,45,35
2017,P,2,1620,1,DEM,179,2,REP,21,3,OTH,24,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,1,D,4,0,145,3,1710,0,18,45,35
2017,P,2,1630,1,DEM,338,2,REP,27,3,OTH,43,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,2,D,1,0,145,3,1730,0,18,45,35
2017,P,2,1640,1,DEM,355,2,REP,35,3,OTH,34,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,2,D,2,0,145,3,1740,0,18,45,35
2017,P,2,1650,1,DEM,378,2,REP,50,3,OTH,45,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,2,D,3,0,145,3,1750,0,18,45,35
2017,P,2,1660,1,DEM,220,2,REP,12,3,OTH,15,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,3,D,1,0,145,3,1770,0,18,45,35
2017,P,2,1670,1,DEM,142,2,REP,13,3,OTH,24,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,3,D,2,0,145,3,1780,0,18,45,35
2017,P,2,1680,1,DEM,459,2,REP,58,3,OTH,50,4,,0,5,,0,6,,0,14,45,35,2,DUQUESNE,W,3,D,3,0,145,3,1790,0,18,45,35
2017,P,2,1690,1,DEM,191,2,REP,88,3,OTH,39,4,,0,5,,0,6,,0,14,38,33,4,EAST DEER,W,1,,,0,150,3,1811,0,4,45,33
2017,P,2,1700,1,DEM,320,2,REP,172,3,OTH,105,4,,0,5,,0,6,,0,14,38,33,4,EAST DEER,W,2,,,0,150,3,1831,0,12,45,33
2017,P,2,1710,1,DEM,261,2,REP,113,3,OTH,37,4,,0,5,,0,6,,0,14,45,25,6,EAST MCKEESPORT,D,1,,,0,155,3,1850,0,18,45,34
2017,P,2,1720,1,DEM,349,2,REP,99,3,OTH,73,4,,0,5,,0,6,,0,14,45,25,6,EAST MCKEESPORT,D,2,,,0,155,3,1860,0,18,45,34
2017,P,2,1730,1,DEM,298,2,REP,131,3,OTH,66,4,,0,5,,0,6,,0,14,45,25,6,EAST MCKEESPORT,D,3,,,0,155,3,1870,0,18,45,34
2017,P,2,1740,1,DEM,289,2,REP,33,3,OTH,37,4,,0,5,,0,6,,0,14,45,25,6,EAST PITTSBURGH,W,1,,,0,160,3,1880,0,18,45,35
2017,P,2,1750,1,DEM,317,2,REP,33,3,OTH,47,4,,0,5,,0,6,,0,14,45,25,6,EAST PITTSBURGH,W,2,,,0,160,3,1890,0,18,45,35
2017,P,2,1760,1,DEM,398,2,REP,52,3,OTH,57,4,,0,5,,0,6,,0,14,45,25,6,EAST PITTSBURGH,W,3,,,0,160,3,1901,0,18,45,35
2017,P,2,1770,1,DEM,694,2,REP,175,3,OTH,151,4,,0,5,,0,6,,0,14,43,34,6,EDGEWOOD,D,1,,,0,165,3,1921,0,14,43,34
2017,P,2,1780,1,DEM,604,2,REP,208,3,OTH,136,4,,0,5,,0,6,,0,14,43,34,6,EDGEWOOD,D,2,,,0,165,3,1931,0,14,43,34
2017,P,2,1790,1,DEM,580,2,REP,147,3,OTH,145,4,,0,5,,0,6,,0,14,43,34,6,EDGEWOOD,D,3,,,0,165,3,1941,0,14,43,34
2017,P,2,1800,1,DEM,217,2,REP,358,3,OTH,127,4,,0,5,,0,6,,0,18,37,44,6,EDGEWORTH,D,1,,,0,170,3,1960,0,4,37,44
2017,P,2,1810,1,DEM,268,2,REP,373,3,OTH,101,4,,0,5,,0,6,,0,18,37,44,6,EDGEWORTH,D,2,,,0,170,3,1970,0,4,37,44
2017,P,2,1820,1,DEM,318,2,REP,215,3,OTH,36,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,1,D,1,0,180,3,1980,0,18,45,39
2017,P,2,1830,1,DEM,441,2,REP,384,3,OTH,84,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,1,D,2,0,180,3,1981,0,18,45,39
2017,P,2,1840,1,DEM,615,2,REP,549,3,OTH,109,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,2,,,0,180,3,1990,0,18,45,35
2017,P,2,1860,1,DEM,689,2,REP,487,3,OTH,140,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,3,,,0,180,3,2000,0,18,45,39
2017,P,2,1880,1,DEM,457,2,REP,363,3,OTH,88,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,4,D,1,0,180,3,2010,0,18,45,39
2017,P,2,1890,1,DEM,232,2,REP,194,3,OTH,34,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,4,D,2,0,180,3,2011,0,18,45,35
2017,P,2,1900,1,DEM,203,2,REP,185,3,OTH,53,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,5,D,1,0,180,3,2022,0,18,45,39
2017,P,2,1905,1,DEM,446,2,REP,300,3,OTH,89,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,5,D,2,0,180,3,2025,0,18,45,39
2017,P,2,1910,1,DEM,295,2,REP,263,3,OTH,47,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,6,D,1,0,180,3,2032,0,18,45,35
2017,P,2,1915,1,DEM,372,2,REP,295,3,OTH,68,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,6,D,2,0,180,3,2035,0,18,45,35
2017,P,2,1920,1,DEM,724,2,REP,407,3,OTH,111,4,,0,5,,0,6,,0,18,45,39,4,ELIZABETH,W,7,,,0,180,3,2042,0,18,45,39
2017,P,2,1970,1,DEM,475,2,REP,338,3,OTH,109,4,,0,5,,0,6,,0,18,45,39,6,ELIZABETH,,,,,0,175,3,2071,0,18,46,39
2017,P,2,1980,1,DEM,407,2,REP,261,3,OTH,114,4,,0,5,,0,6,,0,14,37,45,6,EMSWORTH,D,1,,,0,185,3,2090,0,4,37,27
2017,P,2,1990,1,DEM,514,2,REP,285,3,OTH,165,4,,0,5,,0,6,,0,14,37,45,6,EMSWORTH,D,2,,,0,185,3,2100,0,4,37,27
2017,P,2,2000,1,DEM,515,2,REP,199,3,OTH,139,4,,0,5,,0,6,,0,14,38,21,6,ETNA,W,1,,,0,190,3,2111,0,18,40,21
2017,P,2,2010,1,DEM,423,2,REP,162,3,OTH,127,4,,0,5,,0,6,,0,14,38,21,6,ETNA,W,2,,,0,190,3,2131,0,18,40,21
2017,P,2,2020,1,DEM,413,2,REP,194,3,OTH,101,4,,0,5,,0,6,,0,14,38,21,6,ETNA,W,3,,,0,190,3,2150,0,4,40,21
2017,P,2,2030,1,DEM,269,2,REP,213,3,OTH,64,4,,0,5,,0,6,,0,12,38,54,4,FAWN,D,1,,,0,195,3,2160,0,4,38,33
2017,P,2,2040,1,DEM,421,2,REP,385,3,OTH,96,4,,0,5,,0,6,,0,12,38,54,4,FAWN,D,2,,,0,195,3,2170,0,4,38,33
2017,P,2,2050,1,DEM,501,2,REP,452,3,OTH,138,4,,0,5,,0,6,,0,18,37,44,4,FINDLAY,D,1,,,0,200,3,2180,0,18,37,44
2017,P,2,2060,1,DEM,781,2,REP,709,3,OTH,222,4,,0,5,,0,6,,0,18,37,44,4,FINDLAY,D,2,,,0,200,3,2190,0,18,37,44
2017,P,2,2070,1,DEM,574,2,REP,472,3,OTH,166,4,,0,5,,0,6,,0,18,37,44,4,FINDLAY,D,3,,,0,200,3,2200,0,18,37,44
2017,P,2,2080,1,DEM,369,2,REP,181,3,OTH,77,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,1,,,0,205,3,2211,0,14,43,34
2017,P,2,2090,1,DEM,395,2,REP,162,3,OTH,66,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,2,,,0,205,3,2221,0,18,43,34
2017,P,2,2100,1,DEM,347,2,REP,202,3,OTH,82,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,3,,,0,205,3,2231,0,14,43,34
2017,P,2,2110,1,DEM,476,2,REP,157,3,OTH,84,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,4,,,0,205,3,2240,0,14,43,34
2017,P,2,2120,1,DEM,407,2,REP,199,3,OTH,86,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,5,,,0,205,3,2251,0,14,43,34
2017,P,2,2130,1,DEM,347,2,REP,152,3,OTH,60,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,6,,,0,205,3,2261,0,14,43,34
2017,P,2,2140,1,DEM,504,2,REP,155,3,OTH,112,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,7,,,0,205,3,2268,0,14,43,34
2017,P,2,2150,1,DEM,424,2,REP,209,3,OTH,83,4,,0,5,,0,6,,0,14,43,34,6,FOREST HILLS,D,8,,,0,205,3,2274,0,14,43,34
2017,P,2,2160,1,DEM,181,2,REP,143,3,OTH,44,4,,0,5,,0,6,,0,18,45,39,4,FORWARD,D,1,,,0,210,3,2280,0,18,46,39
2017,P,2,2170,1,DEM,503,2,REP,286,3,OTH,93,4,,0,5,,0,6,,0,18,45,39,4,FORWARD,D,2,,,0,210,3,2291,0,18,46,39
2017,P,2,2180,1,DEM,231,2,REP,121,3,OTH,39,4,,0,5,,0,6,,0,18,45,39,4,FORWARD,D,3,,,0,210,3,2300,0,12,46,39
2017,P,2,2190,1,DEM,256,2,REP,145,3,OTH,55,4,,0,5,,0,6,,0,18,45,39,4,FORWARD,D,4,,,0,210,3,2305,0,18,46,39
2017,P,2,2200,1,DEM,331,2,REP,358,3,OTH,106,4,,0,5,,0,6,,0,12,38,30,6,FOX CHAPEL,D,1,,,0,215,3,2310,0,4,38,30
2017,P,2,2210,1,DEM,386,2,REP,452,3,OTH,162,4,,0,5,,0,6,,0,12,38,30,6,FOX CHAPEL,D,2,,,0,215,3,2321,0,4,38,30
2017,P,2,2220,1,DEM,277,2,REP,357,3,OTH,102,4,,0,5,,0,6,,0,12,38,30,6,FOX CHAPEL,D,3,,,0,215,3,2331,0,4,38,30
2017,P,2,2230,1,DEM,476,2,REP,521,3,OTH,198,4,,0,5,,0,6,,0,12,38,30,6,FOX CHAPEL,D,4,,,0,215,3,2338,0,4,38,30
2017,P,2,2240,1,DEM,303,2,REP,457,3,OTH,134,4,,0,5,,0,6,,0,12,38,30,6,FOX CHAPEL,D,5,,,0,215,3,2344,0,4,38,30
2017,P,2,2250,1,DEM,399,2,REP,581,3,OTH,190,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,1,D,1,0,223,3,2350,0,4,40,16
2017,P,2,2260,1,DEM,387,2,REP,564,3,OTH,252,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,1,D,2,0,223,3,2351,0,4,40,28
2017,P,2,2270,1,DEM,464,2,REP,642,3,OTH,215,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,1,D,3,0,223,3,2352,0,4,40,28
2017,P,2,2280,1,DEM,356,2,REP,458,3,OTH,217,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,2,D,1,0,223,3,2360,0,4,40,16
2017,P,2,2290,1,DEM,414,2,REP,636,3,OTH,194,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,2,D,2,0,223,3,2361,0,4,40,28
2017,P,2,2295,1,DEM,472,2,REP,624,3,OTH,233,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,2,D,3,0,223,3,2361,0,4,40,28
2017,P,2,2300,1,DEM,423,2,REP,633,3,OTH,225,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,3,D,1,0,223,3,2370,0,4,40,28
2017,P,2,2310,1,DEM,288,2,REP,371,3,OTH,124,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,3,D,2,0,223,3,2371,0,4,40,28
2017,P,2,2320,1,DEM,412,2,REP,634,3,OTH,173,4,,0,5,,0,6,,0,12,38,28,6,FRANKLIN PARK,W,3,D,3,0,223,3,2372,0,4,40,28
2017,P,2,2330,1,DEM,360,2,REP,321,3,OTH,73,4,,0,5,,0,6,,0,12,38,33,4,FRAZER,D,1,,,0,225,3,2381,0,4,38,33
2017,P,2,2340,1,DEM,366,2,REP,152,3,OTH,51,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,1,,,0,230,3,2400,0,14,45,38
2017,P,2,2350,1,DEM,252,2,REP,83,3,OTH,58,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,2,,,0,230,3,2411,0,14,45,38
2017,P,2,2360,1,DEM,398,2,REP,88,3,OTH,59,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,3,,,0,230,3,2421,0,14,45,38
2017,P,2,2370,1,DEM,148,2,REP,57,3,OTH,32,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,4,,,0,230,3,2430,0,14,45,38
2017,P,2,2380,1,DEM,314,2,REP,134,3,OTH,49,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,5,,,0,230,3,2440,0,14,45,38
2017,P,2,2390,1,DEM,321,2,REP,99,3,OTH,29,4,,0,5,,0,6,,0,14,45,38,6,GLASSPORT,D,6,,,0,230,3,2470,0,14,45,38
2017,P,2,2400,1,DEM,65,2,REP,62,3,OTH,21,4,,0,5,,0,6,,0,14,37,44,6,GLENFIELD,,,,,0,235,3,2480,0,4,37,27
2017,P,2,2410,1,DEM,421,2,REP,277,3,OTH,92,4,,0,5,,0,6,,0,14,42,27,6,GREEN TREE,D,1,,,0,240,3,2491,0,18,42,42
2017,P,2,2420,1,DEM,524,2,REP,411,3,OTH,139,4,,0,5,,0,6,,0,14,42,27,6,GREEN TREE,D,2,,,0,240,3,2501,0,18,42,42
2017,P,2,2430,1,DEM,470,2,REP,362,3,OTH,126,4,,0,5,,0,6,,0,14,42,27,6,GREEN TREE,D,3,,,0,240,3,2510,0,18,42,42
2017,P,2,2440,1,DEM,455,2,REP,260,3,OTH,127,4,,0,5,,0,6,,0,14,42,27,6,GREEN TREE,D,4,,,0,240,3,2521,0,18,42,42
2017,P,2,2450,1,DEM,467,2,REP,570,3,OTH,163,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,1,,,0,245,3,2541,0,4,40,30
2017,P,2,2460,1,DEM,469,2,REP,567,3,OTH,159,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,2,,,0,245,3,2550,0,4,40,30
2017,P,2,2470,1,DEM,494,2,REP,639,3,OTH,188,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,3,,,0,245,3,2560,0,4,40,30
2017,P,2,2480,1,DEM,302,2,REP,237,3,OTH,81,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,4,,,0,245,3,2571,0,4,40,30
2017,P,2,2490,1,DEM,320,2,REP,280,3,OTH,105,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,5,,,0,245,3,2576,0,4,40,30
2017,P,2,2500,1,DEM,247,2,REP,340,3,OTH,61,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,6,,,0,245,3,2581,0,4,40,30
2017,P,2,2510,1,DEM,427,2,REP,686,3,OTH,188,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,7,,,0,245,3,2586,0,4,40,30
2017,P,2,2520,1,DEM,376,2,REP,434,3,OTH,120,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,8,,,0,245,3,2591,0,4,40,30
2017,P,2,2530,1,DEM,542,2,REP,557,3,OTH,159,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,9,,,0,245,3,2620,0,4,40,30
2017,P,2,2540,1,DEM,612,2,REP,655,3,OTH,207,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,10,,,0,245,3,2630,0,4,40,30
2017,P,2,2550,1,DEM,694,2,REP,786,3,OTH,193,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,11,,,0,245,3,2640,0,4,40,30
2017,P,2,2560,1,DEM,343,2,REP,376,3,OTH,128,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,12,,,0,245,3,2631,0,4,40,30
2017,P,2,2570,1,DEM,342,2,REP,317,3,OTH,110,4,,0,5,,0,6,,0,12,38,30,4,HAMPTON,D,13,,,0,245,3,2641,0,4,40,30
2017,P,2,2580,1,DEM,610,2,REP,541,3,OTH,134,4,,0,5,,0,6,,0,14,38,33,4,HARMAR,D,1,,,0,250,3,2650,0,4,45,33
2017,P,2,2590,1,DEM,477,2,REP,187,3,OTH,78,4,,0,5,,0,6,,0,14,38,33,4,HARMAR,D,2,,,0,250,3,2660,0,4,45,33
2017,P,2,2600,1,DEM,229,2,REP,98,3,OTH,34,4,,0,5,,0,6,,0,14,38,33,4,HARMAR,D,3,,,0,250,3,2670,0,4,45,33
